Al-Douri taught international law at Baghdad University for over 30 years before becoming a diplomat in 1999, first at the United Nations in Geneva and since early 2001 at U.N. headquarters in New York. trigger_text is becoming, event_type is Personnel:Start-Position,text: "Al-Douri", role: "Person",text: "United Nations", role: "Place",text: "headquarters", role: "Place",text: "U.N", role: "Entity"	Al-Douri taught international law at Baghdad University for over 30 years before becoming a diplomat in 1999, first at the United Nations in Geneva and since early 2001 at U.N. headquarters in New York. trigger_text is becoming, event_type is Personnel:Start-Position,text: "Al-Douri", role: "Person",text: "international", role: "Place",text: "New", role: "Place",text: "U.N", role: "Entity"	
Al-Douri taught international law at Baghdad University for over 30 years before becoming a diplomat in 1999, first at the United Nations in Geneva and since early 2001 at U.N. headquarters in New York. trigger_text is becoming, event_type is Personnel:Start-Position,text: "Al-Douri", role: "Person",text: "United Nations", role: "Place",text: "headquarters", role: "Place",text: "U.N", role: "Entity"	Al-Douri taught international law at Baghdad University for over 30 years before becoming a diplomat in 1999, first at the United Nations in Geneva and since early 2001 at U.N. headquarters in New York. trigger_text is becoming, event_type is Personnel:Start-Position,	
Al-Douri taught international law at Baghdad University for over 30 years before becoming a diplomat in 1999, first at the United Nations in Geneva and since early 2001 at U.N. headquarters in New York. trigger_text is becoming, event_type is Personnel:Start-Position,text: "Al-Douri", role: "Person",text: "United Nations", role: "Place",text: "headquarters", role: "Place",text: "U.N", role: "Entity"	Al-Douri taught international law at Baghdad University for over 30 years before becoming a diplomat in 1999, first at the United Nations in Geneva and since early 2001 at U.N. headquarters in New York. trigger_text is becoming, event_type is Personnel:Start-Position,text: "Al-Douri", role: "Person",text: "United Nations", role: "Place",text: "headquarters", role: "Place",text: "U.N", role: "Entity"text: "a", role: "Artifact",text: "in", role: "Entity"	
Al-Douri taught international law at Baghdad University for over 30 years before becoming a diplomat in 1999, first at the United Nations in Geneva and since early 2001 at U.N. headquarters in New York. trigger_text is becoming, event_type is Personnel:Start-Position,text: "Al-Douri", role: "Person",text: "United Nations", role: "Place",text: "headquarters", role: "Place",text: "U.N", role: "Entity"	Al-Douri taught international law at Baghdad University for over 30 years before becoming a diplomat in 1999, first at the United Nations in Geneva and since early 2001 at U.N. headquarters in New York. trigger_text is diplomat, event_type is Personnel:Start-Position,text: "Al-Douri", role: "Person",text: "United Nations", role: "Place",text: "headquarters", role: "Place",text: "U.N", role: "Entity"	
Al-Douri taught international law at Baghdad University for over 30 years before becoming a diplomat in 1999, first at the United Nations in Geneva and since early 2001 at U.N. headquarters in New York. trigger_text is becoming, event_type is Personnel:Start-Position,text: "Al-Douri", role: "Person",text: "United Nations", role: "Place",text: "headquarters", role: "Place",text: "U.N", role: "Entity"	Al-Douri taught international law at Baghdad University for over 30 years before becoming a diplomat in 1999, first at the United Nations in Geneva and since early 2001 at U.N. headquarters in New York. trigger_text is becoming, event_type is Business:Merge-Org,text: "Al-Douri", role: "Person",text: "United Nations", role: "Place",text: "headquarters", role: "Place",text: "U.N", role: "Entity"	
I nominate John K. for Virginia's first poet laureate. trigger_text is nominate, event_type is Personnel:Nominate,text: "John K", role: "Person",text: "I", role: "Agent"	I nominate John K. for Virginia's first poet laureate. trigger_text is nominate, event_type is Personnel:Nominate,text: "I", role: "Person",text: "for", role: "Agent"	
I nominate John K. for Virginia's first poet laureate. trigger_text is nominate, event_type is Personnel:Nominate,text: "John K", role: "Person",text: "I", role: "Agent"	I nominate John K. for Virginia's first poet laureate. trigger_text is nominate, event_type is Personnel:Nominate,	
I nominate John K. for Virginia's first poet laureate. trigger_text is nominate, event_type is Personnel:Nominate,text: "John K", role: "Person",text: "I", role: "Agent"	I nominate John K. for Virginia's first poet laureate. trigger_text is nominate, event_type is Personnel:Nominate,text: "John K", role: "Person",text: "I", role: "Agent"text: "first", role: "Vehicle",text: "I", role: "Vehicle"	
I nominate John K. for Virginia's first poet laureate. trigger_text is nominate, event_type is Personnel:Nominate,text: "John K", role: "Person",text: "I", role: "Agent"	I nominate John K. for Virginia's first poet laureate. trigger_text is nominate, event_type is Personnel:Nominate,text: "John K", role: "Person",text: "I", role: "Agent"	
I nominate John K. for Virginia's first poet laureate. trigger_text is nominate, event_type is Personnel:Nominate,text: "John K", role: "Person",text: "I", role: "Agent"	I nominate John K. for Virginia's first poet laureate. trigger_text is nominate, event_type is Justice:Sue,text: "John K", role: "Person",text: "I", role: "Agent"	
the former governor of basra province also surrendered to coalition forces today. trigger_text is former, event_type is Personnel:End-Position,text: "governor", role: "Person",text: "basra province", role: "Place",text: "basra province", role: "Entity"	the former governor of basra province also surrendered to coalition forces today. trigger_text is former, event_type is Personnel:End-Position,text: "governor", role: "Person",text: "surrendered", role: "Place",text: "basra province", role: "Entity"	
the former governor of basra province also surrendered to coalition forces today. trigger_text is former, event_type is Personnel:End-Position,text: "governor", role: "Person",text: "basra province", role: "Place",text: "basra province", role: "Entity"	the former governor of basra province also surrendered to coalition forces today. trigger_text is former, event_type is Personnel:End-Position,text: "basra province", role: "Entity",text: "governor", role: "Person"	
the former governor of basra province also surrendered to coalition forces today. trigger_text is former, event_type is Personnel:End-Position,text: "governor", role: "Person",text: "basra province", role: "Place",text: "basra province", role: "Entity"	the former governor of basra province also surrendered to coalition forces today. trigger_text is former, event_type is Personnel:End-Position,text: "governor", role: "Person",text: "basra province", role: "Place",text: "basra province", role: "Entity"text: "province", role: "Artifact",text: "today.", role: "Agent",text: "basra", role: "Agent",text: "to", role: "Giver",text: "of", role: "Adjudicator"	
the former governor of basra province also surrendered to coalition forces today. trigger_text is former, event_type is Personnel:End-Position,text: "governor", role: "Person",text: "basra province", role: "Place",text: "basra province", role: "Entity"	the former governor of basra province also surrendered to coalition forces today. trigger_text is of, event_type is Personnel:End-Position,text: "governor", role: "Person",text: "basra province", role: "Place",text: "basra province", role: "Entity"	
the former governor of basra province also surrendered to coalition forces today. trigger_text is former, event_type is Personnel:End-Position,text: "governor", role: "Person",text: "basra province", role: "Place",text: "basra province", role: "Entity"	the former governor of basra province also surrendered to coalition forces today. trigger_text is former, event_type is Movement:Transport,text: "governor", role: "Person",text: "basra province", role: "Place",text: "basra province", role: "Entity"	
two israeli helicopter air strikes against palestinian targets, hamas targets in gaza. trigger_text is strikes, event_type is Conflict:Attack,text: "israeli", role: "Attacker",text: "gaza", role: "Place",text: "targets", role: "Target",text: "targets", role: "Target",text: "helicopter", role: "Instrument"	two israeli helicopter air strikes against palestinian targets, hamas targets in gaza. trigger_text is strikes, event_type is Conflict:Attack,text: "israeli", role: "Attacker",text: "gaza", role: "Place",text: "targets", role: "Target",text: "targets", role: "Target",text: "helicopter", role: "Instrument"	
two israeli helicopter air strikes against palestinian targets, hamas targets in gaza. trigger_text is strikes, event_type is Conflict:Attack,text: "israeli", role: "Attacker",text: "gaza", role: "Place",text: "targets", role: "Target",text: "targets", role: "Target",text: "helicopter", role: "Instrument"	two israeli helicopter air strikes against palestinian targets, hamas targets in gaza. trigger_text is strikes, event_type is Conflict:Attack,	
two israeli helicopter air strikes against palestinian targets, hamas targets in gaza. trigger_text is strikes, event_type is Conflict:Attack,text: "israeli", role: "Attacker",text: "gaza", role: "Place",text: "targets", role: "Target",text: "targets", role: "Target",text: "helicopter", role: "Instrument"	two israeli helicopter air strikes against palestinian targets, hamas targets in gaza. trigger_text is strikes, event_type is Conflict:Attack,text: "israeli", role: "Attacker",text: "gaza", role: "Place",text: "targets", role: "Target",text: "targets", role: "Target",text: "helicopter", role: "Instrument"text: "against", role: "Seller"	
two israeli helicopter air strikes against palestinian targets, hamas targets in gaza. trigger_text is strikes, event_type is Conflict:Attack,text: "israeli", role: "Attacker",text: "gaza", role: "Place",text: "targets", role: "Target",text: "targets", role: "Target",text: "helicopter", role: "Instrument"	two israeli helicopter air strikes against palestinian targets, hamas targets in gaza. trigger_text is strikes, event_type is Conflict:Attack,text: "israeli", role: "Attacker",text: "gaza", role: "Place",text: "targets", role: "Target",text: "targets", role: "Target",text: "helicopter", role: "Instrument"	
two israeli helicopter air strikes against palestinian targets, hamas targets in gaza. trigger_text is strikes, event_type is Conflict:Attack,text: "israeli", role: "Attacker",text: "gaza", role: "Place",text: "targets", role: "Target",text: "targets", role: "Target",text: "helicopter", role: "Instrument"	two israeli helicopter air strikes against palestinian targets, hamas targets in gaza. trigger_text is strikes, event_type is Life:Die,text: "israeli", role: "Attacker",text: "gaza", role: "Place",text: "targets", role: "Target",text: "targets", role: "Target",text: "helicopter", role: "Instrument"	
And my question is, after today's meeting in Paris, where France, Russia and Germany decided to not back a second resolution, who is not (UNINTELLIGIBLE)? trigger_text is meeting, event_type is Contact:Meet,text: "Paris", role: "Place",text: "France", role: "Entity",text: "Russia", role: "Entity",text: "Germany", role: "Entity"	And my question is, after today's meeting in Paris, where France, Russia and Germany decided to not back a second resolution, who is not (UNINTELLIGIBLE)? trigger_text is meeting, event_type is Contact:Meet,text: "resolution,", role: "Place",text: "France", role: "Entity",text: "France,", role: "Entity",text: "Germany", role: "Entity"	
And my question is, after today's meeting in Paris, where France, Russia and Germany decided to not back a second resolution, who is not (UNINTELLIGIBLE)? trigger_text is meeting, event_type is Contact:Meet,text: "Paris", role: "Place",text: "France", role: "Entity",text: "Russia", role: "Entity",text: "Germany", role: "Entity"	And my question is, after today's meeting in Paris, where France, Russia and Germany decided to not back a second resolution, who is not (UNINTELLIGIBLE)? trigger_text is meeting, event_type is Contact:Meet,text: "Paris", role: "Place"	
And my question is, after today's meeting in Paris, where France, Russia and Germany decided to not back a second resolution, who is not (UNINTELLIGIBLE)? trigger_text is meeting, event_type is Contact:Meet,text: "Paris", role: "Place",text: "France", role: "Entity",text: "Russia", role: "Entity",text: "Germany", role: "Entity"	And my question is, after today's meeting in Paris, where France, Russia and Germany decided to not back a second resolution, who is not (UNINTELLIGIBLE)? trigger_text is meeting, event_type is Contact:Meet,text: "Paris", role: "Place",text: "France", role: "Entity",text: "Russia", role: "Entity",text: "Germany", role: "Entity"text: "meeting", role: "Org",text: "decided", role: "Defendant",text: "and", role: "Org",text: "France,", role: "Victim"	
And my question is, after today's meeting in Paris, where France, Russia and Germany decided to not back a second resolution, who is not (UNINTELLIGIBLE)? trigger_text is meeting, event_type is Contact:Meet,text: "Paris", role: "Place",text: "France", role: "Entity",text: "Russia", role: "Entity",text: "Germany", role: "Entity"	And my question is, after today's meeting in Paris, where France, Russia and Germany decided to not back a second resolution, who is not (UNINTELLIGIBLE)? trigger_text is back, event_type is Contact:Meet,text: "Paris", role: "Place",text: "France", role: "Entity",text: "Russia", role: "Entity",text: "Germany", role: "Entity"	
And my question is, after today's meeting in Paris, where France, Russia and Germany decided to not back a second resolution, who is not (UNINTELLIGIBLE)? trigger_text is meeting, event_type is Contact:Meet,text: "Paris", role: "Place",text: "France", role: "Entity",text: "Russia", role: "Entity",text: "Germany", role: "Entity"	And my question is, after today's meeting in Paris, where France, Russia and Germany decided to not back a second resolution, who is not (UNINTELLIGIBLE)? trigger_text is meeting, event_type is Personnel:Start-Position,text: "Paris", role: "Place",text: "France", role: "Entity",text: "Russia", role: "Entity",text: "Germany", role: "Entity"	
Giuliani's first marriage to his second cousin, Regina Peruggi, lasted about 14 years. trigger_text is marriage, event_type is Life:Marry,text: "Giuliani", role: "Person",text: "cousin", role: "Person"	Giuliani's first marriage to his second cousin, Regina Peruggi, lasted about 14 years. trigger_text is marriage, event_type is Life:Marry,text: "to", role: "Person",text: "marriage", role: "Person"	
Giuliani's first marriage to his second cousin, Regina Peruggi, lasted about 14 years. trigger_text is marriage, event_type is Life:Marry,text: "Giuliani", role: "Person",text: "cousin", role: "Person"	Giuliani's first marriage to his second cousin, Regina Peruggi, lasted about 14 years. trigger_text is marriage, event_type is Life:Marry,	
Giuliani's first marriage to his second cousin, Regina Peruggi, lasted about 14 years. trigger_text is marriage, event_type is Life:Marry,text: "Giuliani", role: "Person",text: "cousin", role: "Person"	Giuliani's first marriage to his second cousin, Regina Peruggi, lasted about 14 years. trigger_text is marriage, event_type is Life:Marry,text: "Giuliani", role: "Person",text: "cousin", role: "Person"text: "lasted", role: "Giver",text: "Giuliani's", role: "Buyer",text: "marriage", role: "Adjudicator"	
Giuliani's first marriage to his second cousin, Regina Peruggi, lasted about 14 years. trigger_text is marriage, event_type is Life:Marry,text: "Giuliani", role: "Person",text: "cousin", role: "Person"	Giuliani's first marriage to his second cousin, Regina Peruggi, lasted about 14 years. trigger_text is about, event_type is Life:Marry,text: "Giuliani", role: "Person",text: "cousin", role: "Person"	
Giuliani's first marriage to his second cousin, Regina Peruggi, lasted about 14 years. trigger_text is marriage, event_type is Life:Marry,text: "Giuliani", role: "Person",text: "cousin", role: "Person"	Giuliani's first marriage to his second cousin, Regina Peruggi, lasted about 14 years. trigger_text is marriage, event_type is Justice:Arrest-Jail,text: "Giuliani", role: "Person",text: "cousin", role: "Person"	
People familiar with Arafat's finances say the Palestinian leader sent Suha $200,000 a month out of the Palestinian Authority's budget for the Office of the President. trigger_text is sent, event_type is Transaction:Transfer-Money,text: "leader", role: "Giver",text: "Palestinian Authority", role: "Giver",text: "Office", role: "Giver",text: "Suha", role: "Recipient"	People familiar with Arafat's finances say the Palestinian leader sent Suha $200,000 a month out of the Palestinian Authority's budget for the Office of the President. trigger_text is sent, event_type is Transaction:Transfer-Money,text: "of", role: "Giver",text: "Palestinian Authority", role: "Giver",text: "President.", role: "Giver",text: "Suha", role: "Recipient"	
People familiar with Arafat's finances say the Palestinian leader sent Suha $200,000 a month out of the Palestinian Authority's budget for the Office of the President. trigger_text is sent, event_type is Transaction:Transfer-Money,text: "leader", role: "Giver",text: "Palestinian Authority", role: "Giver",text: "Office", role: "Giver",text: "Suha", role: "Recipient"	People familiar with Arafat's finances say the Palestinian leader sent Suha $200,000 a month out of the Palestinian Authority's budget for the Office of the President. trigger_text is sent, event_type is Transaction:Transfer-Money,text: "Suha", role: "Recipient"	
People familiar with Arafat's finances say the Palestinian leader sent Suha $200,000 a month out of the Palestinian Authority's budget for the Office of the President. trigger_text is sent, event_type is Transaction:Transfer-Money,text: "leader", role: "Giver",text: "Palestinian Authority", role: "Giver",text: "Office", role: "Giver",text: "Suha", role: "Recipient"	People familiar with Arafat's finances say the Palestinian leader sent Suha $200,000 a month out of the Palestinian Authority's budget for the Office of the President. trigger_text is sent, event_type is Transaction:Transfer-Money,text: "leader", role: "Giver",text: "Palestinian Authority", role: "Giver",text: "Office", role: "Giver",text: "Suha", role: "Recipient"text: "$200,000", role: "Prosecutor",text: "People", role: "Prosecutor",text: "of", role: "Entity",text: "Authority's", role: "Agent"	
People familiar with Arafat's finances say the Palestinian leader sent Suha $200,000 a month out of the Palestinian Authority's budget for the Office of the President. trigger_text is sent, event_type is Transaction:Transfer-Money,text: "leader", role: "Giver",text: "Palestinian Authority", role: "Giver",text: "Office", role: "Giver",text: "Suha", role: "Recipient"	People familiar with Arafat's finances say the Palestinian leader sent Suha $200,000 a month out of the Palestinian Authority's budget for the Office of the President. trigger_text is familiar, event_type is Transaction:Transfer-Money,text: "leader", role: "Giver",text: "Palestinian Authority", role: "Giver",text: "Office", role: "Giver",text: "Suha", role: "Recipient"	
People familiar with Arafat's finances say the Palestinian leader sent Suha $200,000 a month out of the Palestinian Authority's budget for the Office of the President. trigger_text is sent, event_type is Transaction:Transfer-Money,text: "leader", role: "Giver",text: "Palestinian Authority", role: "Giver",text: "Office", role: "Giver",text: "Suha", role: "Recipient"	People familiar with Arafat's finances say the Palestinian leader sent Suha $200,000 a month out of the Palestinian Authority's budget for the Office of the President. trigger_text is sent, event_type is Conflict:Attack,text: "leader", role: "Giver",text: "Palestinian Authority", role: "Giver",text: "Office", role: "Giver",text: "Suha", role: "Recipient"	
6:21 eastern time, 2:21 p.m. in iraq, iraqi protesters demonstrate outside a baghdad mosque, opposing what they call the u.s. occupation, and saying any new iraqi government must represent the people. trigger_text is demonstrate, event_type is Conflict:Demonstrate,text: "mosque", role: "Place",text: "protesters", role: "Entity"	6:21 eastern time, 2:21 p.m. in iraq, iraqi protesters demonstrate outside a baghdad mosque, opposing what they call the u.s. occupation, and saying any new iraqi government must represent the people. trigger_text is demonstrate, event_type is Conflict:Demonstrate,text: "mosque", role: "Place",text: "a", role: "Entity"	
6:21 eastern time, 2:21 p.m. in iraq, iraqi protesters demonstrate outside a baghdad mosque, opposing what they call the u.s. occupation, and saying any new iraqi government must represent the people. trigger_text is demonstrate, event_type is Conflict:Demonstrate,text: "mosque", role: "Place",text: "protesters", role: "Entity"	6:21 eastern time, 2:21 p.m. in iraq, iraqi protesters demonstrate outside a baghdad mosque, opposing what they call the u.s. occupation, and saying any new iraqi government must represent the people. trigger_text is demonstrate, event_type is Conflict:Demonstrate,text: "mosque", role: "Place"	
6:21 eastern time, 2:21 p.m. in iraq, iraqi protesters demonstrate outside a baghdad mosque, opposing what they call the u.s. occupation, and saying any new iraqi government must represent the people. trigger_text is demonstrate, event_type is Conflict:Demonstrate,text: "mosque", role: "Place",text: "protesters", role: "Entity"	6:21 eastern time, 2:21 p.m. in iraq, iraqi protesters demonstrate outside a baghdad mosque, opposing what they call the u.s. occupation, and saying any new iraqi government must represent the people. trigger_text is demonstrate, event_type is Conflict:Demonstrate,text: "mosque", role: "Place",text: "protesters", role: "Entity"text: "represent", role: "Plaintiff",text: "baghdad", role: "Artifact",text: "and", role: "Attacker",text: "what", role: "Destination",text: "opposing", role: "Vehicle"	
6:21 eastern time, 2:21 p.m. in iraq, iraqi protesters demonstrate outside a baghdad mosque, opposing what they call the u.s. occupation, and saying any new iraqi government must represent the people. trigger_text is demonstrate, event_type is Conflict:Demonstrate,text: "mosque", role: "Place",text: "protesters", role: "Entity"	6:21 eastern time, 2:21 p.m. in iraq, iraqi protesters demonstrate outside a baghdad mosque, opposing what they call the u.s. occupation, and saying any new iraqi government must represent the people. trigger_text is any, event_type is Conflict:Demonstrate,text: "mosque", role: "Place",text: "protesters", role: "Entity"	
6:21 eastern time, 2:21 p.m. in iraq, iraqi protesters demonstrate outside a baghdad mosque, opposing what they call the u.s. occupation, and saying any new iraqi government must represent the people. trigger_text is demonstrate, event_type is Conflict:Demonstrate,text: "mosque", role: "Place",text: "protesters", role: "Entity"	6:21 eastern time, 2:21 p.m. in iraq, iraqi protesters demonstrate outside a baghdad mosque, opposing what they call the u.s. occupation, and saying any new iraqi government must represent the people. trigger_text is demonstrate, event_type is Business:Declare-Bankruptcy,text: "mosque", role: "Place",text: "protesters", role: "Entity"	
Just heard yesterday that Hewlett Packard is shutting down its plant in Eugene, (Thank you very much MS. Fiorina)and SUN Micro systems is all but gone from Oregon. trigger_text is shutting down, event_type is Business:End-Org,text: "Eugene", role: "Place",text: "plant", role: "Org"	Just heard yesterday that Hewlett Packard is shutting down its plant in Eugene, (Thank you very much MS. Fiorina)and SUN Micro systems is all but gone from Oregon. trigger_text is shutting down, event_type is Business:End-Org,text: "Eugene", role: "Place",text: "plant", role: "Org"	
Just heard yesterday that Hewlett Packard is shutting down its plant in Eugene, (Thank you very much MS. Fiorina)and SUN Micro systems is all but gone from Oregon. trigger_text is shutting down, event_type is Business:End-Org,text: "Eugene", role: "Place",text: "plant", role: "Org"	Just heard yesterday that Hewlett Packard is shutting down its plant in Eugene, (Thank you very much MS. Fiorina)and SUN Micro systems is all but gone from Oregon. trigger_text is shutting down, event_type is Business:End-Org,	
Just heard yesterday that Hewlett Packard is shutting down its plant in Eugene, (Thank you very much MS. Fiorina)and SUN Micro systems is all but gone from Oregon. trigger_text is shutting down, event_type is Business:End-Org,text: "Eugene", role: "Place",text: "plant", role: "Org"	Just heard yesterday that Hewlett Packard is shutting down its plant in Eugene, (Thank you very much MS. Fiorina)and SUN Micro systems is all but gone from Oregon. trigger_text is shutting down, event_type is Business:End-Org,text: "Eugene", role: "Place",text: "plant", role: "Org"text: "down", role: "Artifact",text: "much", role: "Attacker",text: "gone", role: "Plaintiff",text: "in", role: "Origin"	
Just heard yesterday that Hewlett Packard is shutting down its plant in Eugene, (Thank you very much MS. Fiorina)and SUN Micro systems is all but gone from Oregon. trigger_text is shutting down, event_type is Business:End-Org,text: "Eugene", role: "Place",text: "plant", role: "Org"	Just heard yesterday that Hewlett Packard is shutting down its plant in Eugene, (Thank you very much MS. Fiorina)and SUN Micro systems is all but gone from Oregon. trigger_text is Hewlett, event_type is Business:End-Org,text: "Eugene", role: "Place",text: "plant", role: "Org"	
Just heard yesterday that Hewlett Packard is shutting down its plant in Eugene, (Thank you very much MS. Fiorina)and SUN Micro systems is all but gone from Oregon. trigger_text is shutting down, event_type is Business:End-Org,text: "Eugene", role: "Place",text: "plant", role: "Org"	Just heard yesterday that Hewlett Packard is shutting down its plant in Eugene, (Thank you very much MS. Fiorina)and SUN Micro systems is all but gone from Oregon. trigger_text is shutting down, event_type is Contact:Phone-Write,text: "Eugene", role: "Place",text: "plant", role: "Org"	
Larry Klayman, chairman of Judicial Watch, which represent 14 survivors and victims' relatives who have filed a $1.5 billion federal lawsuit against Iraq in Washington, said his organization had served a subpoena on Al-Douri twice, on March 26 and March 28, but said he has not responded. trigger_text is lawsuit, event_type is Justice:Sue,text: "Iraq", role: "Defendant",text: "Washington", role: "Place",text: "relatives", role: "Plaintiff",text: "survivors", role: "Plaintiff"	Larry Klayman, chairman of Judicial Watch, which represent 14 survivors and victims' relatives who have filed a $1.5 billion federal lawsuit against Iraq in Washington, said his organization had served a subpoena on Al-Douri twice, on March 26 and March 28, but said he has not responded. trigger_text is lawsuit, event_type is Justice:Sue,text: "twice,", role: "Defendant",text: "Washington", role: "Place",text: "relatives", role: "Plaintiff",text: "on", role: "Plaintiff"	
